"","ResponseId","screener1","screener2","screener2_7_TEXT","challenges_Open","noncompliance","personnel","burnout","difficultPatients","ypControl1","articleResponse","articleResponse_Open","PANAS_1","PANAS_2","PANAS_3","PANAS_4","PANAS_5","PANAS_6","PANAS_7","PANAS_8","PANAS_9","PANAS_10","PANAS_11","PANAS_12","PANAS_13","PANAS_14","PANAS_15","PANAS_16","PANAS_17","PANAS_18","PANAS_19","PANAS_20","timer_First.Click.4","severe","treatment_1","treatmentDose_1_1","frustrating_1","initiative_1","honest_1","exaggerate_1","deserve_1","difficult_1","givingUp_1","lazy_1","motivated_1","healthImproves_1","intelligent_1","attributions_1","treatment_2","treatmentDose_2_1","notes_1","frustrating_2","initiative_2","honest_2","exaggerate_2","deserve_2","difficult_2","givingUp_2","lazy_2","motivated_2","healthImproves_2","intelligent_2","attributions_2","moveForwardOpen","notes_2","opinionPatient_Open","feelPatient_Open","yearsWork_1","specialty","jobTitle","yearsWorkCurrent_1","workWhere","workInsurancePercent_1","trainingWhere","trainingWhere_US","trainingWhere_notUS","age","gender","gender_5_TEXT","race","race_6_TEXT","race_7_TEXT","ladder","politics","income","edFather","edMother","Create.New.Field.or.Choose.From.Dropdown...","Condition"
"24","R_3QtpYSGgTwsXDK5","1","1","","Work hours
Interdisciplinary team dyanmics
Not having enough time with patients","5","6","5","5","Not having enough time for patient encounters and working more than scheduled","","","3","1","4","1","5","1","1","1","3","5","3","4","1","2","1","4","4","3","4","1","0","5","5,7","","1","4","4","1","5","1","1","1","2","4","3","2","2,5","85","'-Patient w/ lateral malleolar fracture necessitating surgical fixation
-Recommend alternating 1000mg tylenol q6h with ibuprofen 600mg q6h so that patient is taking one or another every 3 hours
-Recommend alternating heat and ice
-Recommend oxycodone 5mg q6h for break through pain","4","5","4","2","5","4","1","2","2","4","3","2","Recommend he see an orthopedic surgeon for surgical fixation","'-Patient has not followed up with orthopedic surgeon for surgical fixation
-Recommend investigating barriers to access to care
-Recommend instituting opioid contract ","It seems like Dave does not understand the proper management of this injury. I worry there are financial, physical or mental health barriers to his care","I feel good about engaging with Dave","5","Anesthesiology","Anesthesiologist","5","","70","1","5","","31","2","","1","","","9","2","7","4","3","","Control_Passive"
"25","R_3SUKRgSMJl9r84x","1","1","","Dealing with insurance. Continuity of care with other physicians. Managing patient expectations. ","6","6","4","6","Working with insurance to preauthorize treatments that we know would be beneficial to patients, but are locked behind time consuming peer-to-peer review processes that make our work more difficult and less streamlined. ","9","It can be incredibly frustrating when a patient discontinues a medication early without giving it a fair trial. It can lead to diagnostic confusion and frustration.","5","2","4","2","3","1","1","1","4","5","2","3","1","3","2","4","4","1","4","1","0","8","7,8","67","5","5","4","3","5","5","2","4","1","4","3","2","7,8","71","Patient reports that he has not proceeded to take acetaminophen or apply topical lidocaine as prescribed. Patient should be reminded that consistent use of medication will be required to have any appreciable effect. Patient should call office if they have further questions about the use of their medications. ","5","5","2","5","4","5","5","4","2","4","3","1","I would try to see if there are any extenuating factors that are preventing Dave from taking his medication, or if he would prefer a non-pharmacological approach to pain management.","Patient reports that they have continued to not take their medication as prescribed. Patient should be asked if they would prefer a non-pharmacological approach to pain management. Patient should be interviewed if there are any extenuating circumstances to are preventing him from taking his medication.","I think he is uninterested in his own healthcare. I am not sure why he has returned for a follow-up if he has not followed any of the instructions.","Frustrated. But I see enough similar cases that I am not surprised. ","5","Orofacial Pain","Private Practice Owner","5","","24","1","18","","30","1","","1","","","8","4","7","4","2","","Control_Active"
"26","R_7BqmMxkMsnQG8Xn","1","7","Dentist","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27","R_1HFVgR9jKgeAmt5","1","1","","Insurance companies dictating Healthcare (refusing to cover or forcing alternatives) 
Healthcare administration bloat (too many administrators, making pointless metrics and other obstacles to interfere with providing care)
Physician/nurse burn out","5","6","5","5","Administration getting in the way of patient care by purposefully causing staffing shortages. Another challenge is difficult and aggressive pts towards Healthcare workers which contributes to burn out. This also leads to high Staff turnover, leading to physicians getting burned out dealing with new staff all the time.","","","4","2","4","1","3","1","1","2","4","","1","2","1","3","1","3","4","1","4","2","0","5","7,8","86","5","5","5","3","4","4","3","4","1","2","3","2","6,7","70","Pt c/o ongoing bad, not improved after 3 weeks
Pt also non complaint with treatment plan and meds
Unclear if pt is restricting his activity","5","5","5","5","2","4","4","4","1","1","2","1","I would tell Dave if he doesn't take charge with his health and follow through on our recommendations then we won't be able to get him better and won't be much we can do","Ongoing non compliance with treatment plan
Unclear how much pain pt is having
Wouldn't escalate meds yet","He is frustrating to deal with since he has no motivation to take care of himself or get better. He is non compliant with this and it makes me wonder what else he is non compliant with medically","Frustrated that he is refusing to help himself or take care of himself","11","General surgery","General surgeon","11","","90","1","23","","40","1","","1","","","8","4","7","4","3","","Control_Passive"
"28","R_7x8ciTHgBx992BH","1","1","","Long hours, emotionally draining work, decreased or static Medicaid/Medicare payments","5","5","5","6","Noncompliant patients, patients unwilling to aid in their own care through lifestyle changes, increased levels of stress dealing with difficult patients and unpredictable circumstances, unrealistic expectations of patients who have chronic diseases.","8","Many of the statements made in the articles mirror my own experience.","4","2","3","1","4","1","1","1","3","4","2","5","1","4","1","5","5","1","4","1","0","8","5,8","49","5","5","3","3","4","4","4","4","1","3","3","2","6,8","57","Patient is unimproved.  Not compliant with care plan.  May be seeking more opioids.","5","5","3","3","4","4","4","4","1","3","3","2","Recommend similar treatment plan as before, reinforce that Dave is unlikely to improve unless he complies with the treatment plan.","Patient unimproved.  Noncompliant with treatment plan.  Advised patient that he is unlikely to improve without adherence to the outlined treatment plan.","He is lazy and doesn't want to take any responsibility for his own health.","Dissatisfied, a waste of time for the patient and the doctor.","42","Pediatrics/Neonatology","Physician","42","","83","1","5","","68","1","","1","","","9","2","7","3","3","","Control_Active"
"29","R_7L7ONe6mj0FEAjq","1","1","","Low insurance reimbursement and pressure to see more patients a day.
Communication between co-workers about patient issues.
Explaining to patients in terms of understanding their condition.","4","6","5","4","Demand to come up with an immediate solution to patient issues with patients believing they don't have to do anything outside of the office to get better.","9","Burnout when you are forced to see more and deal with non-compliance make you not want to go to work some days. ","5","2","1","1","5","1","1","1","1","3","2","5","1","1","1","5","5","1","5","1","0","3","7,8","15","5","5","5","1","4","4","2","3","1","4","3","1","7,8","14","Can not consider further treatment as first treatment regimen was not followed. Patient doesn't seem to be enough pain to want to treat. Suggest detailed explanation of why Tier one treatment is necessary.","5","5","5","1","3","4","4","4","1","3","2","1","I wouls ask him what he wants me to do to improve his condition?","Consistent non-compliance that varies from no time to I forgot. Can not recommend other treatment as regimen was not followed. Suspect he will not follow any further treatment plans.","I'm not sure why he is even making these appointments if he's unwilling to be compliant","Frustrated and I would have definitely been more straightforward with him telehealth visit or not. ","21","Podiatry","Physician and HR manager","7","","99","1","33","","50","2","","1","","","8","3","7","3","4","","Control_Active"
"30","R_5cj9nqSg3D7y6s3","1","1","","patient volume
insurance
note documentation
","5","4","6","5","patient noncompliance/loss to followup, insurance coverage","","","1","1","1","1","1","1","1","1","1","1","1","3","1","1","1","1","3","1","2","1","0","9","7,8","73","4","5","4","3","5","4","2","2","3","4","3","3","7,8","75","Patient was initially given acetaminophen for his pain as needed and instructed to follow up if pain does not improve. On follow-up patient reports his pain seems to be getting worse, however he states he has not been taking the acetaminophen for unknown reasons","5","5","4","3","4","5","4","3","2","4","3","2","I would ask more questions as to why he isn't taking his medication and find out if there are any external factors preventing him from doing so","Patient was instructed to continue taking acetaminophen as needed for his pain. On followup, patient reports he is still experiencing pain in his ankle; however, he has not been taking the medication because it ""slipped his mind:","Dave does not appear to be motivated in his own care and is exhibiting signs of non-compliance","pretty frustrated because I am offering him what I can as a provider to help him, but he is not doing his part in his own care","3","primary care","physician","3","","71","1","3","","33","2","","2","","","7","3","7","3","2","","Control_Passive"
"31","R_3BWs7YWfMBXKBSO","1","1","","Gaining patient trust, battling misinformation on social media, dealing with patients with unrealistic expectations.","6","5","5","5","Some difficulties I experience in providing healthcare are convincing patients that certain treatment is necessary, battling misinformation, and patient compliance. I work in the field of orthodontics, so many patients (teenagers and adults) come into consultations having already self-diagnosed their dental conditions and set their mind on a treatment time. Some believe that treatment will take much less time than it will, and are unhappy and sometimes do not believe me when I say how long treatment will take. ","","","3","1","2","1","4","1","1","1","3","3","1","4","1","3","1","3","4","1","2","1","0","6","7,8","65","4","4","4","3","5","3","2","2","3","5","3","2","7,8","68","Patient returns for follow up after being prescribed over-the-counter acetaminophen and lidocaine gel for pain relief. Patient reports that the pain has no subsided at all, though he also reports that he has not followed treatment instructions given at the last visit. Instructed patient to use prescribed medications as directed for the next 7-10 days and if pain has not resolved, return for follow up.","5","5","4","3","5","4","4","3","2","4","3","2","I would inform Dave that this pain may not subside if he doesn't follow the treatment recommendations, and that if the pain continues even if he follows the recommendations, we'll explore other options to treat his pain.","Patient returns for 2nd follow-up for ankle pain. Patient reports again that pain has not subsided, though he admits again that he has not followed treatment recommendations since last visit, as they ""slipped his mind."" Informed patient that his pain may not subside if he doesn't follow the recommended treatment, and if he still feels pain after following directions, we may explore other treatment options.","I'm disappointed in his noncompliance and am hopeful that he changes his behavior.","I feel frustrated.","7","Dentistry/Orthodontics","Orthodontic resident","2","","80","1","22","","28","2","","3","","","7","1","5","4","3","","Control_Passive"
"32","R_78BKYbvzGydBFPH","1","1","","The 3 greatest challenges are insurance, documentation, and burnout.","6","6","6","6","It is difficult to provide the best patient care possible when faced with staff shortages, increasing documentation and bulking demands, insufficient resources, and limited time.","","","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","0","7","5,7","47","5","5","4","2","4","4","4","3","1","3","3","4","2,5","47","Persistent pain however did not complete rehab.  No improvement with medications. Consider ortho referral and surgical management.","5","5","1","3","3","5","5","5","1","2","2","2","I would present him with my recommendations but not feel invested in his recovery since he is not putting in the work.","Continues to have pain with no improvement. Has not completed rehab or surgical consultation. Do not recommended further opiate medications.","I think he may have his reasons for not following through with treatment plans but the communication is lacking.","I feel like giving up on him and that makes me feel annoyed at him and at myself for not having more empathy and ability to connect with him.","4","Anesthesiology ","Resident anesthesiologist ","4","","75","1","5","","29","2","","2","","","6","3","5","4","4","","Control_Passive"
"33","R_7PzxfeMEk1I36Vo","1","1","","Excessive documentation, burnout, social and financial barriers to providing healthcare","5","6","6","6","Lack of time to spend meaningfully with patients, excessive documentation needs, social/financial barriers","9","They touch upon current trends contributing to provider dissatisfaction. They cite relevant statistics as evidence. ","4","3","2","3","3","3","1","2","3","2","3","5","3","2","2","4","5","1","3","1","0","8","6,7","62","5","3","5","1","5","3","4","2","2","5","3","4","5,6","64","Ankle pain
S/p suspected ankle sprain, initial conservative management with NSAIDs and tramodol for pain relief. Pt unable to take medicines as prescribed. Recommend f/u for continued pain. ","5","2","2","4","4","3","2","3","2","5","3","2","More frequent visits to touch base regarding pain and environmental/social barriers. ","Persistent left ankle pain, pt unable to take meds. Ongoing discussion about treatment of ankle pain. May explore barriers to medication adherence, alternative therapies in future visits.  ","I need more information on why he did not take his meds. ","Frustrated that he did not, but empathetic that his pain persists. I wish I had more chance to learn about his story.","3","Internal medicine","Doctor","3","","63","1","34","","34","2","","2","","","8","2","6","4","4","","Control_Active"
"34","R_7xId4HyaNMAzHLr","1","1","","Charting, burnout, encroachment on personal time","5","6","5","5","I think burnout is one of the biggest challenges in healthcare. It’s already hard enough to fully address patients concerns in the short time slots we get, but on top of that documentation demand continue to grow and encroach on like outside of the office.","8","I totally agree that burnout has been a struggle for me especially due to staffing shortages and documentation expectations for provider. I think what made me select somewhat agree versus strongly agree is because patient noncompliance is an issue in my practice, but typically my patients will comply with the plan we create together. Normally there is some compromise we can come to where a patients health condition is at least partially addressed. ","3","1","2","1","1","1","1","1","1","1","1","2","1","1","1","1","3","1","2","1","0","6","2,7","47","3","5","5","2","4","4","2","3","3","5","3","4","2,7","43","'- patient was told to take acetaminophen for pain control, however was unable to do so
- unclear what barriers prevented him from following the care plan 
- encouraged patient to try this regiment for pain control so we can assess if it will properly control his pain","4","5","4","2","4","5","3","3","2","5","3","2","I would try and dig deeper into the reason he hasn’t been following the care plan. His explanations were not very revealing of why he hasn’t been following the treatment so it would be beneficial to understand that more. From there I would explain to him that he needs to try following the care plan otherwise there is no way I can change what his treatment is. ","'-pt broke ankle and is suffering from chronic ankle pain
- plan was to treat with surgery and acetaminophen, however patient has not been compliant
- inquired more about why he has not followed the treatment as well as informed him how his pain would not improve if he did not do the treatment ","I think he is a frustrating patient because there is nothing we can do for him; while we can come up with treatment plans all day, it’s pointless if he’s not going to engage in care. It’s unclear if this is for environmental reasons or personal reasons, but regardless his problems are not being addressed properly. ","I feel a little frustrated about the situation. It is never fun to see a patient in pain especially when they are not taking steps to try and address it. ","4","Family medicine","Family medicine provider","4","","75","1","34","","24","1","","2","","","7","2","6","4","4","","Control_Active"
"35","R_1Cg4qVcN97QLCkj","1","1","","One challenge is insurance coverage - it’s tough to get the services patients need. There’s also a shortage of providers, so appointments book up quickly. There’s also some needed services that are banned by state governments.","3","6","6","4","I have biggest challenge of providing the care patients need with a short appointment time. There’s also challenges with industry expectations of patient care, which are sometimes not realistic ","","","4","1","4","2","4","1","2","1","4","4","2","3","1","4","3","4","4","1","4","2","0","6","6,7","14","4","3","4","2","5","2","2","2","3","4","3","4","6,7","21","'- has not adhered to treatment plan
- consider physical therapy 
- provided self care recommendations and continue previous treatment course ","4","4","4","3","4","4","2","3","3","4","3","2","Would explore barriers of challenges to adhering to treatment plan then adjust plan accordingly if needed ","'- continues not to adhere to treatment plans. Discussed risks of not continuing with plan
- re-encouraged PT
- connected with patient navigator to assist with accessing services ","He seems to be in a busy job that may make it harder to take medicine and keep track of his medication schedule. ","A bit frustrated though I think I would find solace if we collaborated on how we can create a treatment plan that works for him ","3","Family Medicine ","Resident Physician ","3","","89","1","5","","31","2","","2","","","7","3","5","3","3","","Control_Passive"
"36","R_1dbWwSZCGS24Yoh","1","1","","Patient loads on the system, time dedicated to each patient, and effects of socioeconomic factors hindering patient's health.","6","5","5","5","Consults for cases that truly do not warrant a specialist, but the specialist is being added on board to ""cover their bases.""","","","4","3","4","1","2","2","3","1","4","4","1","3","1","3","4","3","3","1","2","1","0","6","7,8","72","4","5","5","3","4","2","2","2","2","4","3","2","7,8","75","Dave presents with continued pain due to a previous ankle fracture.
The patient has not been able to implement the previous treatment plan of acetaminophen and lidocaine gel. 
Patient was instructed to continue to pursue this treatment plan and see if pain improvement can be achieved. If they cannot, after using this treatment then another line of therapy should be reconsidered.
Patient also advised to return if major change in sensation, pallor, or pain in affected area.","5","5","5","4","3","4","4","4","1","4","2","1","I would recommend that Dave follow the treatment plan, and if he cannot, he should consider seeing another provider to address lingering needs.","The patient returns for followup due to ankle pain. 
The patient reports not following the treatment plan and still continues to have pain.
Patient told to follow treatment plan in order to see improvement in pain.","He is not motivated to address his health concerns.","Demotivated","2","Internal Medicine","Resident","2","","50","1","45","","27","2","","3","","","5","2","4","3","3","","Control_Passive"
"37","R_7scm4xPr06wq3LU","1","1","","Shortage of staff, equipment breaking, large case load","5","6","5","5","It is difficult having an increasing case load while having staff shortages. I am in residency and it can be difficult finding an available attending to help me. Burnout is also difficult as I am working long hours and still trying to learn a lot of information in residency.","8","They are more targeted at patient facing specialties, but overall pathology is still facing similar issues of burnout and short staffing.","4","2","3","2","3","2","1","1","2","3","2","3","1","2","4","4","4","3","2","1","0","4","7,8","65","5","4","4","3","4","4","2","4","2","4","3","4","6,7","25","'-Presented with constant dull ankle pain after slipping on stairs
- Prescribed lidocaine and acetaminophen
- Persistent pain, although was not able to follow treatment plan
- Now prescribing acetaminophen and tramadol","5","4","2","4","4","4","2","4","2","4","3","2","I would say that I am unable to prescribe anything stronger but that he can continue lidocaine and acetaminophen","'- Presented with constant dull ankle pain after slipping
- Prescribed lidocaine and acetaminophen
- Above treatment plan was not followed and pain persisted
- Prescribed acetaminophen and tramadol
- Above treatment plan was not follow, pain persisted
- Continue recommendation of lidocaine and acetaminophen","I think he is not prioritizing his health, but I am not sure what factors are contributing to this","I feel frustrated that he is not following the recommendations and still needs more help","6","Pathology","Resident physician","2","","50","1","10","","27","2","","1","","","8","3","4","3","3","","Control_Active"
